osmid,day,exists_true_image,total_pixel_area,water_area,cloud_area,water_with_no_clouds_area,no_chl_area,chl_very_low_area,chl_low_area,chl_moderate_area,chl_high_area,chl_very_high_area
332072,2020-01-01,False,233839575,,,,,,,,,
332072,2020-01-02,False,233839575,,,,,,,,,
332072,2020-01-03,True,233839575,214281000.0,0.0,214281000.0,174185325.0,35375625.0,4612050.0,87300.0,20250.0,450.0
332072,2020-01-08,True,233839575,133802100.0,199359675.0,29695275.0,22834350.0,5511600.0,1342800.0,4950.0,1575.0,0.0
332072,2020-01-13,True,233839575,0.0,226910475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332072,2020-01-18,True,233839575,189730800.0,113298525.0,117989550.0,106267275.0,7215075.0,4500000.0,6300.0,675.0,225.0
332072,2020-01-23,True,233839575,211927050.0,0.0,211927050.0,180645750.0,28065375.0,2968875.0,208575.0,38475.0,0.0
332072,2020-01-28,True,233839575,11925900.0,226384875.0,3036375.0,2988900.0,41850.0,5625.0,0.0,0.0,0.0
332072,2020-02-02,True,233839575,211300875.0,0.0,211300875.0,166718700.0,41687100.0,2782575.0,101925.0,10575.0,0.0
332072,2020-02-07,True,233839575,210900600.0,6277500.0,210253725.0,207553500.0,2506725.0,193050.0,450.0,0.0,0.0
332072,2020-02-12,True,233839575,207557100.0,552150.0,207557100.0,188830575.0,14642775.0,3817575.0,205200.0,58725.0,2250.0
332072,2020-02-17,True,233839575,209199150.0,0.0,209199150.0,192336300.0,13628475.0,2996325.0,188100.0,49500.0,450.0
332072,2020-02-22,True,233839575,207575550.0,0.0,207575550.0,188645625.0,14317425.0,3989700.0,514800.0,106650.0,1350.0
332072,2020-02-27,True,233839575,220824225.0,141322275.0,92909700.0,92893050.0,12825.0,3825.0,0.0,0.0,0.0
332072,2020-03-03,True,233839575,204482025.0,0.0,204482025.0,189781875.0,9497475.0,4998150.0,163350.0,40500.0,675.0
332072,2020-03-08,True,233839575,203176800.0,0.0,203176800.0,189721125.0,9392850.0,3764925.0,243675.0,48375.0,5850.0
332072,2020-03-13,True,233839575,181742175.0,70608150.0,141149925.0,126464175.0,5869125.0,5730750.0,1737450.0,1303875.0,44550.0
332072,2020-03-18,True,233839575,204119550.0,0.0,204119550.0,134962875.0,42040350.0,25700400.0,1322325.0,90900.0,2700.0
332072,2020-03-23,True,233839575,202725000.0,0.0,202725000.0,160845075.0,37652175.0,3855600.0,306225.0,65250.0,675.0
332072,2020-03-28,True,233839575,186021675.0,19754325.0,179710650.0,166635675.0,9102150.0,3111750.0,379800.0,394200.0,87075.0
332072,2020-04-02,True,233839575,204013350.0,0.0,204013350.0,92084625.0,93164625.0,17418150.0,1109475.0,231300.0,5175.0
